adenocarcinoma,large.cell.carcinoma,normal,squamous.cell.carcinoma
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000116 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000124 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000125.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000116 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000010.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000126 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000116 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000172.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000127 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000116 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000114 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000127 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000116 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000143.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000127.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000116 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000016 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6 (2) - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000129 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000117 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000056 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6 (2).jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000129 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000117 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000128 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000130 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000117 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000118 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000131 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000117 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000124 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n7 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000132 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000117.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n7 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000133 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000118 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000003 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n7 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000133 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000118 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000131 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n7.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000134 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000118 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000115 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n8 (2) - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000135 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000118 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000071 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n8 (2).jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000135.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000119 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n8 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000136 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000119 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000017.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n8.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000136 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000119 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000105 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n9 (2) - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000137 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000119 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000068 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n9 (2).jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000137.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000119 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000009 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n9 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000139 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000119 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n9.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000139 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000119 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000026.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\normal - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000139 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000120.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000071 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\normal.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000141 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000121 (10).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000039 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000141 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000121 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000016 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000142 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000121 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000148 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000142 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000121 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000027.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000144 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000121 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000116.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\21 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000145 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000121.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000115 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000146 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000122 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000094 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\4 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000148 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000122 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000115 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000148 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000122.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000116.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000149 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000123 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000151 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000123 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000063 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000151.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000123 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000057 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000153 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000124 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000122.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000153 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000124 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000031.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000153.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000125 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000137 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\20 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000154 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000125 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000063 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000154 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000125 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000114 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\21 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000154 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000125 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000027.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000155 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000125 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l2.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\19 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000155.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000126 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000045.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\20 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000156 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000127 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000114 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\20 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000157 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000128 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000063 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\7 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000158 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000129 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000039 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000158 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000129.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000115 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\20 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000159 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000130 (6).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000158.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 - Copy (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000160 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000131 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\l4.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\5 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000162 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000132 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000159 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000162.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000132 (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000115 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000163 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000132 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000062.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\13 - Copy - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000163 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000132.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000172.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\12 (2) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000163 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000133 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000126.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\20.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000164 (5).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000133 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000026 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000166 (4).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000134 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000133.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\8 - Copy (7).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000167 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000134 (9).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000062.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n6 - Copy.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000168 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000134.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000162.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\13 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000169 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000135 (5).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000019 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\18 - Copy (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000170 (2).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000136 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000071 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\n7.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000172 (6).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000136 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000039 (3).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy (4) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000174 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000137 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000071 (2).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\6 - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\000177 (3).png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000137 (4).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000110.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\10 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\sq1.png
C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\adenocarcinoma\000137 (8).png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\large.cell.carcinoma\000063.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\normal\12 (3) - Copy.png,C:\Users\rnkha\OneDrive\Desktop\Gajedi\CT_Scan\img\squamous.cell.carcinoma\sq2.png
